Customer Id,Invoice Id,Product Purchased,Quantity,Sales Price,Discount,Purchase Date,Total Price,Product Category
CUST1041,INV33519,Stationery,4,93.89,0.21,2025-05-18,296.69,Office Supplies
CUST1008,INV49618,Household supplies,5,60.86,0.02,2025-05-03,298.21,Home Essentials
CUST1002,INV11854,Beauty and Clean products,3,72.7,0.02,2025-05-20,213.74,Health & Beauty
CUST1048,INV80010,Electronics,5,93.02,0.0,2025-05-20,465.1,Electronics
CUST1018,INV26591,Home textile,5,73.65,0.29,2025-05-26,261.46,Home Essentials
CUST1016,INV45954,Fashion accessories,2,23.73,0.22,2025-05-11,37.02,Fashion
CUST1015,INV15965,Bags,3,61.87,0.11,2025-05-28,165.19,Fashion
CUST1009,INV17146,Fashion accessories,3,64.6,0.09,2025-05-13,176.36,Fashion
CUST1048,INV82529,Bags,3,48.17,0.1,2025-05-01,130.06,Fashion
CUST1007,INV48290,Household supplies,5,76.28,0.23,2025-05-10,293.68,Home Essentials
CUST1044,INV26551,Bags,4,94.09,0.2,2025-05-14,301.09,Fashion
CUST1048,INV93606,Stationery,3,93.3,0.06,2025-05-13,263.11,Office Supplies
CUST1035,INV74340,Household supplies,5,50.58,0.05,2025-05-25,240.25,Home Essentials
CUST1006,INV23446,Electronics,2,20.19,0.03,2025-05-03,39.17,Electronics
CUST1038,INV11607,Fashion accessories,4,98.64,0.2,2025-05-24,315.65,Fashion
CUST1028,INV85243,Stationery,2,85.5,0.23,2025-05-29,131.67,Office Supplies
CUST1003,INV47268,Apparel,4,21.22,0.08,2025-05-18,78.09,Fashion
CUST1002,INV71524,Bags,5,92.88,0.01,2025-05-29,459.76,Fashion
CUST1006,INV72746,Children's products,1,88.29,0.02,2025-05-08,86.52,Toys & Kids
CUST1014,INV67733,Electronics,4,56.7,0.29,2025-05-19,161.03,Electronics
CUST1015,INV54657,Home textile,2,63.21,0.09,2025-05-17,115.04,Home Essentials
CUST1033,INV34164,Beauty and Clean products,5,45.91,0.23,2025-05-06,176.75,Health & Beauty
CUST1039,INV16734,Apparel,4,14.93,0.19,2025-05-22,48.37,Fashion
CUST1002,INV43092,Beauty and Clean products,1,40.17,0.11,2025-05-13,35.75,Health & Beauty
CUST1036,INV72616,Apparel,1,82.26,0.06,2025-05-06,77.32,Fashion
CUST1013,INV24953,Fashion accessories,3,10.42,0.04,2025-05-05,30.01,Fashion
CUST1046,INV18564,Home textile,3,40.01,0.18,2025-05-09,98.42,Home Essentials
CUST1042,INV62521,Children's products,2,45.84,0.23,2025-05-10,70.59,Toys & Kids
CUST1045,INV74454,Apparel,4,58.37,0.19,2025-05-09,189.12,Fashion
CUST1035,INV19710,Bags,4,92.79,0.16,2025-05-16,311.77,Fashion
CUST1027,INV85631,Home textile,3,41.17,0.01,2025-05-05,122.27,Home Essentials
CUST1015,INV92502,Children's products,4,41.23,0.29,2025-05-03,117.09,Toys & Kids
CUST1029,INV99974,Beauty and Clean products,4,76.38,0.24,2025-05-06,232.2,Health & Beauty
CUST1038,INV17026,Home textile,1,50.7,0.09,2025-05-14,46.14,Home Essentials
CUST1018,INV29887,Bags,3,30.21,0.29,2025-05-09,64.35,Fashion
CUST1001,INV29555,Home textile,5,50.72,0.18,2025-05-14,207.95,Home Essentials
CUST1049,INV83772,Stationery,3,22.68,0.17,2025-05-10,56.47,Office Supplies
CUST1011,INV49824,Stationery,5,25.87,0.22,2025-05-16,100.89,Office Supplies
CUST1045,INV21164,Beauty and Clean products,1,54.85,0.24,2025-05-26,41.69,Health & Beauty
CUST1028,INV42530,Household supplies,2,47.7,0.2,2025-05-03,76.32,Home Essentials
CUST1022,INV25525,Electronics,4,92.34,0.04,2025-05-12,354.59,Electronics
CUST1018,INV83147,Stationery,1,42.62,0.1,2025-05-09,38.36,Office Supplies
CUST1010,INV64548,Electronics,4,62.25,0.28,2025-05-31,179.28,Electronics
CUST1014,INV89471,Electronics,2,66.9,0.07,2025-05-08,124.43,Electronics
CUST1049,INV88135,Beauty and Clean products,2,11.18,0.11,2025-05-24,19.9,Health & Beauty
CUST1022,INV91057,Bags,1,69.72,0.13,2025-05-21,60.66,Fashion
CUST1007,INV39581,Beauty and Clean products,2,26.02,0.13,2025-05-16,45.27,Health & Beauty
CUST1006,INV78494,Household supplies,5,96.5,0.18,2025-05-20,395.65,Home Essentials
CUST1025,INV59856,Children's products,2,23.38,0.28,2025-05-20,33.67,Toys & Kids
CUST1007,INV69049,Stationery,4,47.32,0.07,2025-05-07,176.03,Office Supplies
CUST1023,INV68028,Fashion accessories,4,17.68,0.04,2025-05-15,67.89,Fashion
CUST1023,INV48974,Fashion accessories,4,99.72,0.06,2025-05-04,374.95,Fashion
CUST1039,INV87139,Apparel,4,55.2,0.27,2025-05-05,161.18,Fashion
CUST1017,INV66207,Bags,5,63.58,0.19,2025-05-10,257.5,Fashion
CUST1003,INV50026,Household supplies,3,16.04,0.09,2025-05-01,43.79,Home Essentials
CUST1047,INV84531,Children's products,1,77.5,0.24,2025-05-31,58.9,Toys & Kids
CUST1030,INV91399,Household supplies,4,28.89,0.26,2025-05-13,85.51,Home Essentials
CUST1035,INV17894,Bags,2,90.82,0.25,2025-05-11,136.23,Fashion
CUST1008,INV89905,Beauty and Clean products,4,28.46,0.28,2025-05-27,81.96,Health & Beauty
CUST1025,INV23006,Children's products,2,27.16,0.08,2025-05-20,49.97,Toys & Kids
CUST1006,INV37235,Apparel,2,13.29,0.23,2025-05-13,20.47,Fashion
CUST1036,INV91987,Electronics,4,52.49,0.14,2025-05-26,180.57,Electronics
CUST1019,INV37659,Bags,5,60.84,0.25,2025-05-28,228.15,Fashion
CUST1041,INV44687,Bags,2,15.91,0.22,2025-05-11,24.82,Fashion
CUST1040,INV96563,Electronics,2,79.8,0.23,2025-05-15,122.89,Electronics
CUST1024,INV20641,Fashion accessories,4,50.8,0.2,2025-05-11,162.56,Fashion
CUST1037,INV30585,Beauty and Clean products,2,57.2,0.05,2025-05-14,108.68,Health & Beauty
CUST1013,INV41439,Fashion accessories,2,49.67,0.16,2025-05-27,83.45,Fashion
CUST1046,INV32782,Children's products,4,46.07,0.3,2025-05-27,129.0,Toys & Kids
CUST1005,INV82350,Stationery,4,60.37,0.28,2025-05-28,173.87,Office Supplies
CUST1003,INV19838,Household supplies,1,23.97,0.01,2025-05-21,23.73,Home Essentials
CUST1043,INV30517,Apparel,5,26.37,0.05,2025-05-20,125.26,Fashion
CUST1015,INV10350,Beauty and Clean products,5,87.56,0.04,2025-05-05,420.29,Health & Beauty
CUST1050,INV63545,Home textile,2,95.15,0.22,2025-05-10,148.43,Home Essentials
CUST1019,INV69048,Children's products,5,43.6,0.25,2025-05-11,163.5,Toys & Kids
CUST1006,INV87832,Apparel,2,34.37,0.06,2025-05-20,64.62,Fashion
CUST1015,INV71592,Stationery,1,67.96,0.15,2025-05-31,57.77,Office Supplies
CUST1007,INV48175,Bags,4,46.79,0.25,2025-05-23,140.37,Fashion
CUST1025,INV14278,Fashion accessories,4,12.28,0.22,2025-05-07,38.31,Fashion
CUST1018,INV40340,Home textile,4,24.05,0.16,2025-05-16,80.81,Home Essentials
CUST1030,INV47762,Bags,5,74.44,0.18,2025-05-11,305.2,Fashion
CUST1041,INV47056,Fashion accessories,1,69.3,0.15,2025-05-06,58.9,Fashion
CUST1024,INV69510,Fashion accessories,5,12.44,0.09,2025-05-31,56.6,Fashion
CUST1011,INV19329,Fashion accessories,5,29.98,0.17,2025-05-13,124.42,Fashion
CUST1024,INV40595,Fashion accessories,1,30.8,0.21,2025-05-31,24.33,Fashion
CUST1023,INV44675,Fashion accessories,1,70.47,0.26,2025-05-11,52.15,Fashion
CUST1014,INV91927,Beauty and Clean products,1,11.77,0.19,2025-05-10,9.53,Health & Beauty
CUST1043,INV87304,Apparel,1,19.37,0.23,2025-05-24,14.91,Fashion
CUST1018,INV96662,Electronics,4,81.99,0.05,2025-05-23,311.56,Electronics
CUST1045,INV35928,Beauty and Clean products,3,26.07,0.14,2025-05-21,67.26,Health & Beauty
CUST1044,INV65723,Apparel,3,68.75,0.0,2025-05-16,206.25,Fashion
CUST1042,INV25043,Home textile,1,31.44,0.07,2025-05-31,29.24,Home Essentials
CUST1005,INV81376,Household supplies,3,18.95,0.22,2025-05-19,44.34,Home Essentials
CUST1039,INV39466,Beauty and Clean products,3,31.89,0.3,2025-05-26,66.97,Health & Beauty
CUST1041,INV94886,Home textile,1,75.0,0.03,2025-05-08,72.75,Home Essentials
CUST1011,INV29528,Bags,3,87.01,0.12,2025-05-11,229.71,Fashion
CUST1035,INV44816,Home textile,5,84.72,0.24,2025-05-13,321.94,Home Essentials
CUST1047,INV28643,Children's products,2,45.75,0.06,2025-05-09,86.01,Toys & Kids
CUST1016,INV19359,Bags,2,70.13,0.17,2025-05-27,116.42,Fashion
CUST1011,INV17816,Home textile,1,28.45,0.22,2025-05-26,22.19,Home Essentials
CUST1030,INV31747,Stationery,4,36.38,0.18,2025-05-13,119.33,Office Supplies
CUST1025,INV50319,Beauty and Clean products,1,90.67,0.06,2025-05-12,85.23,Health & Beauty
CUST1018,INV87993,Home textile,4,11.17,0.11,2025-05-04,39.77,Home Essentials
CUST1041,INV84607,Fashion accessories,2,17.7,0.24,2025-05-30,26.9,Fashion
CUST1045,INV47828,Home textile,1,28.71,0.17,2025-05-19,23.83,Home Essentials
CUST1036,INV67560,Stationery,5,12.39,0.0,2025-05-07,61.95,Office Supplies
CUST1015,INV26299,Electronics,3,26.33,0.23,2025-05-19,60.82,Electronics
CUST1044,INV71433,Electronics,4,62.47,0.01,2025-05-18,247.38,Electronics
CUST1021,INV49857,Stationery,3,47.93,0.22,2025-05-06,112.16,Office Supplies
CUST1050,INV62757,Stationery,3,90.34,0.06,2025-05-22,254.76,Office Supplies
CUST1050,INV45683,Bags,1,83.57,0.29,2025-05-25,59.33,Fashion
CUST1004,INV75597,Electronics,3,40.76,0.11,2025-05-18,108.83,Electronics
CUST1015,INV80776,Beauty and Clean products,5,33.35,0.1,2025-05-01,150.08,Health & Beauty
CUST1003,INV74722,Household supplies,3,44.17,0.04,2025-05-31,127.21,Home Essentials
CUST1021,INV67377,Children's products,1,63.13,0.09,2025-05-24,57.45,Toys & Kids
CUST1026,INV20543,Beauty and Clean products,5,34.13,0.26,2025-05-15,126.28,Health & Beauty
CUST1018,INV88385,Children's products,2,66.17,0.3,2025-05-31,92.64,Toys & Kids
CUST1005,INV15224,Beauty and Clean products,3,46.85,0.11,2025-05-23,125.09,Health & Beauty
CUST1014,INV66626,Home textile,1,59.68,0.13,2025-05-07,51.92,Home Essentials
CUST1037,INV52247,Household supplies,2,49.25,0.22,2025-05-15,76.83,Home Essentials
CUST1046,INV89129,Fashion accessories,2,36.5,0.27,2025-05-26,53.29,Fashion
CUST1021,INV42816,Apparel,4,95.36,0.18,2025-05-10,312.78,Fashion
CUST1014,INV13390,Fashion accessories,5,78.72,0.12,2025-05-27,346.37,Fashion
CUST1042,INV21970,Electronics,3,22.61,0.12,2025-05-23,59.69,Electronics
CUST1032,INV40005,Household supplies,1,88.16,0.21,2025-05-03,69.65,Home Essentials
CUST1026,INV98381,Beauty and Clean products,4,53.87,0.0,2025-05-27,215.48,Health & Beauty
CUST1042,INV85392,Children's products,5,90.51,0.19,2025-05-28,366.57,Toys & Kids
CUST1030,INV86955,Household supplies,4,81.99,0.11,2025-05-26,291.88,Home Essentials
CUST1010,INV12719,Home textile,5,48.27,0.24,2025-05-26,183.43,Home Essentials
CUST1017,INV98117,Beauty and Clean products,5,12.02,0.03,2025-05-14,58.3,Health & Beauty
CUST1009,INV45325,Home textile,3,34.18,0.18,2025-05-22,84.08,Home Essentials
CUST1016,INV85529,Household supplies,5,58.75,0.14,2025-05-16,252.62,Home Essentials
CUST1048,INV15273,Bags,4,67.01,0.19,2025-05-05,217.11,Fashion
CUST1036,INV32962,Home textile,5,33.21,0.02,2025-05-21,162.73,Home Essentials
CUST1035,INV71669,Apparel,3,22.54,0.17,2025-05-10,56.12,Fashion
CUST1017,INV78021,Apparel,3,85.14,0.17,2025-05-08,212.0,Fashion
CUST1048,INV95394,Electronics,4,98.6,0.17,2025-05-09,327.35,Electronics
CUST1038,INV67963,Apparel,2,57.31,0.18,2025-05-22,93.99,Fashion
CUST1028,INV46458,Home textile,2,25.45,0.2,2025-05-05,40.72,Home Essentials
CUST1038,INV33788,Stationery,5,34.51,0.24,2025-05-23,131.14,Office Supplies
CUST1026,INV86720,Electronics,1,11.66,0.08,2025-05-14,10.73,Electronics
CUST1024,INV67132,Electronics,5,92.29,0.25,2025-05-26,346.09,Electronics
CUST1015,INV93202,Home textile,4,20.6,0.15,2025-05-13,70.04,Home Essentials
CUST1009,INV74451,Fashion accessories,4,61.89,0.02,2025-05-03,242.61,Fashion
CUST1033,INV21959,Household supplies,4,34.66,0.02,2025-05-15,135.87,Home Essentials
CUST1032,INV71605,Bags,4,59.88,0.1,2025-05-20,215.57,Fashion
CUST1006,INV55607,Apparel,4,68.63,0.24,2025-05-16,208.64,Fashion
CUST1049,INV63523,Bags,3,84.68,0.21,2025-05-19,200.69,Fashion
CUST1004,INV53687,Apparel,2,28.58,0.24,2025-05-13,43.44,Fashion
CUST1008,INV52081,Stationery,4,10.99,0.16,2025-05-18,36.93,Office Supplies
CUST1010,INV97835,Fashion accessories,1,22.32,0.13,2025-05-17,19.42,Fashion
CUST1041,INV23710,Household supplies,1,91.0,0.04,2025-05-30,87.36,Home Essentials
CUST1011,INV31079,Home textile,1,88.65,0.1,2025-05-30,79.79,Home Essentials
CUST1044,INV53228,Bags,1,63.77,0.13,2025-05-28,55.48,Fashion
CUST1028,INV63955,Bags,3,64.05,0.03,2025-05-23,186.39,Fashion
CUST1039,INV74942,Home textile,1,69.85,0.07,2025-05-14,64.96,Home Essentials
CUST1005,INV47777,Household supplies,4,25.78,0.18,2025-05-18,84.56,Home Essentials
CUST1025,INV96846,Household supplies,5,92.3,0.22,2025-05-02,359.97,Home Essentials
CUST1025,INV62488,Electronics,1,47.69,0.3,2025-05-26,33.38,Electronics
CUST1039,INV82102,Apparel,3,44.48,0.28,2025-05-31,96.08,Fashion
CUST1030,INV14809,Stationery,3,56.7,0.19,2025-05-12,137.78,Office Supplies
CUST1034,INV69614,Electronics,1,14.23,0.13,2025-05-23,12.38,Electronics
CUST1017,INV21542,Home textile,5,24.97,0.19,2025-05-29,101.13,Home Essentials
CUST1036,INV51224,Electronics,1,76.42,0.24,2025-05-26,58.08,Electronics
CUST1001,INV43082,Beauty and Clean products,3,17.45,0.04,2025-05-18,50.26,Health & Beauty
CUST1044,INV52372,Home textile,2,64.28,0.12,2025-05-20,113.13,Home Essentials
CUST1047,INV25194,Apparel,4,32.08,0.25,2025-05-21,96.24,Fashion
CUST1008,INV62976,Household supplies,3,45.04,0.12,2025-05-30,118.91,Home Essentials
CUST1044,INV77449,Beauty and Clean products,1,35.98,0.17,2025-05-03,29.86,Health & Beauty
CUST1035,INV10150,Bags,4,42.01,0.18,2025-05-04,137.79,Fashion
CUST1049,INV96200,Apparel,1,74.71,0.06,2025-05-25,70.23,Fashion
CUST1018,INV81118,Home textile,1,36.74,0.11,2025-05-08,32.7,Home Essentials
CUST1050,INV70552,Fashion accessories,2,60.98,0.1,2025-05-22,109.76,Fashion
CUST1042,INV64165,Stationery,4,52.84,0.01,2025-05-22,209.25,Office Supplies
CUST1022,INV17104,Beauty and Clean products,4,69.73,0.01,2025-05-12,276.13,Health & Beauty
CUST1008,INV34586,Stationery,2,94.31,0.25,2025-05-06,141.46,Office Supplies
CUST1019,INV77952,Electronics,3,75.93,0.08,2025-05-21,209.57,Electronics
CUST1028,INV57419,Beauty and Clean products,1,29.34,0.16,2025-05-20,24.65,Health & Beauty
CUST1011,INV91609,Stationery,5,12.81,0.09,2025-05-02,58.29,Office Supplies
CUST1030,INV75338,Bags,1,33.6,0.28,2025-05-19,24.19,Fashion
CUST1001,INV91973,Children's products,1,63.56,0.08,2025-05-21,58.48,Toys & Kids
CUST1047,INV67939,Home textile,3,14.63,0.13,2025-05-22,38.18,Home Essentials
CUST1047,INV16764,Home textile,1,54.67,0.26,2025-05-21,40.46,Home Essentials
CUST1017,INV36680,Apparel,2,63.72,0.25,2025-05-13,95.58,Fashion
CUST1033,INV45003,Beauty and Clean products,2,40.08,0.06,2025-05-31,75.35,Health & Beauty
CUST1049,INV81987,Stationery,4,79.38,0.24,2025-05-25,241.32,Office Supplies
CUST1012,INV27172,Electronics,5,19.59,0.14,2025-05-11,84.24,Electronics
CUST1033,INV47752,Home textile,1,16.76,0.14,2025-05-31,14.41,Home Essentials
CUST1007,INV67424,Home textile,1,75.54,0.04,2025-05-26,72.52,Home Essentials
CUST1041,INV73532,Electronics,3,54.59,0.02,2025-05-14,160.49,Electronics
CUST1020,INV25915,Bags,2,71.96,0.22,2025-05-04,112.26,Fashion
CUST1041,INV13783,Stationery,5,49.13,0.15,2025-05-01,208.8,Office Supplies
CUST1033,INV92578,Fashion accessories,4,32.18,0.13,2025-05-04,111.99,Fashion
CUST1039,INV89806,Home textile,2,83.72,0.22,2025-05-09,130.6,Home Essentials
CUST1013,INV41365,Apparel,4,81.95,0.23,2025-05-08,252.41,Fashion
CUST1010,INV30758,Home textile,3,72.52,0.05,2025-05-17,206.68,Home Essentials
CUST1024,INV50730,Household supplies,3,34.49,0.18,2025-05-24,84.85,Home Essentials
CUST1049,INV82199,Children's products,1,63.12,0.04,2025-05-17,60.6,Toys & Kids
CUST1011,INV11792,Bags,5,42.49,0.23,2025-05-18,163.59,Fashion
CUST1035,INV82384,Beauty and Clean products,4,18.24,0.2,2025-05-19,58.37,Health & Beauty
CUST1050,INV63476,Stationery,2,92.56,0.29,2025-05-23,131.44,Office Supplies
CUST1034,INV22217,Electronics,3,22.31,0.02,2025-05-19,65.59,Electronics
CUST1001,INV39451,Fashion accessories,1,95.52,0.02,2025-05-08,93.61,Fashion
CUST1039,INV24871,Apparel,1,50.14,0.08,2025-05-15,46.13,Fashion
CUST1021,INV70482,Fashion accessories,4,26.66,0.08,2025-05-12,98.11,Fashion
CUST1032,INV25396,Bags,3,58.77,0.07,2025-05-13,163.97,Fashion
CUST1002,INV94896,Household supplies,5,88.57,0.27,2025-05-15,323.28,Home Essentials
CUST1008,INV30181,Household supplies,3,75.9,0.07,2025-05-25,211.76,Home Essentials
CUST1024,INV75323,Electronics,4,82.59,0.08,2025-05-22,303.93,Electronics
CUST1020,INV48254,Children's products,4,69.29,0.23,2025-05-19,213.41,Toys & Kids
CUST1016,INV76698,Household supplies,3,72.3,0.13,2025-05-23,188.7,Home Essentials
CUST1004,INV45838,Electronics,4,86.43,0.23,2025-05-17,266.2,Electronics
CUST1016,INV64459,Children's products,3,32.47,0.02,2025-05-05,95.46,Toys & Kids
CUST1037,INV73242,Bags,2,54.05,0.15,2025-05-12,91.88,Fashion
CUST1006,INV71894,Stationery,3,29.91,0.01,2025-05-01,88.83,Office Supplies
CUST1006,INV41946,Bags,3,98.89,0.02,2025-05-16,290.74,Fashion
CUST1047,INV69871,Electronics,4,94.97,0.27,2025-05-04,277.31,Electronics
CUST1032,INV82255,Stationery,4,13.55,0.04,2025-05-10,52.03,Office Supplies
CUST1005,INV28958,Electronics,1,73.5,0.16,2025-05-14,61.74,Electronics
CUST1049,INV60277,Bags,1,93.27,0.12,2025-05-30,82.08,Fashion
CUST1035,INV34983,Home textile,2,26.25,0.1,2025-05-31,47.25,Home Essentials
CUST1050,INV88561,Home textile,1,61.12,0.27,2025-05-03,44.62,Home Essentials
CUST1009,INV76616,Bags,3,92.39,0.01,2025-05-04,274.4,Fashion
CUST1009,INV27892,Fashion accessories,4,13.06,0.2,2025-05-27,41.79,Fashion
CUST1043,INV19150,Fashion accessories,1,72.77,0.29,2025-05-31,51.67,Fashion
CUST1031,INV46208,Household supplies,1,36.76,0.17,2025-05-24,30.51,Home Essentials
CUST1036,INV64387,Household supplies,2,93.2,0.28,2025-05-05,134.21,Home Essentials
CUST1011,INV54548,Stationery,2,97.4,0.02,2025-05-12,190.9,Office Supplies
CUST1017,INV76550,Stationery,3,94.98,0.13,2025-05-10,247.9,Office Supplies
CUST1034,INV45018,Home textile,4,52.68,0.08,2025-05-11,193.86,Home Essentials
CUST1039,INV10336,Fashion accessories,2,87.58,0.22,2025-05-15,136.62,Fashion
CUST1028,INV47072,Children's products,1,86.01,0.29,2025-05-26,61.07,Toys & Kids
CUST1014,INV49132,Bags,4,38.72,0.08,2025-05-07,142.49,Fashion
CUST1035,INV86931,Children's products,4,84.6,0.2,2025-05-17,270.72,Toys & Kids
CUST1049,INV86011,Stationery,1,13.33,0.06,2025-05-16,12.53,Office Supplies
CUST1047,INV96499,Children's products,2,63.66,0.17,2025-05-12,105.68,Toys & Kids
CUST1045,INV74178,Electronics,1,30.7,0.14,2025-05-16,26.4,Electronics
CUST1013,INV29476,Beauty and Clean products,4,20.85,0.29,2025-05-04,59.21,Health & Beauty
CUST1046,INV68529,Home textile,5,16.93,0.18,2025-05-15,69.41,Home Essentials
CUST1020,INV80592,Fashion accessories,5,72.67,0.1,2025-05-24,327.02,Fashion
CUST1026,INV73483,Home textile,3,40.59,0.03,2025-05-23,118.12,Home Essentials
CUST1043,INV55236,Electronics,1,75.23,0.05,2025-05-15,71.47,Electronics
CUST1042,INV53573,Fashion accessories,1,15.88,0.07,2025-05-11,14.77,Fashion
CUST1024,INV82340,Stationery,3,38.38,0.08,2025-05-03,105.93,Office Supplies
CUST1029,INV81228,Bags,3,58.55,0.26,2025-05-10,129.98,Fashion
CUST1034,INV59441,Bags,3,81.17,0.17,2025-05-02,202.11,Fashion
CUST1029,INV69682,Household supplies,4,38.69,0.16,2025-05-26,130.0,Home Essentials
CUST1008,INV52176,Apparel,1,66.33,0.03,2025-05-23,64.34,Fashion
CUST1016,INV34727,Electronics,4,89.74,0.26,2025-05-04,265.63,Electronics
CUST1015,INV41300,Fashion accessories,3,65.43,0.22,2025-05-01,153.11,Fashion
